name,alias,id,review_count,rating,url,location,coordinates
CAFE REGAL,cafe-regal-queens,ZlDQbZKBW5zrX5ErmdwwBA,8,4.5,https://www.yelp.com/biz/cafe-regal-queens?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Queens', 'postal_code': '11411'}","{'latitude': 40.6937582478122, 'longitude': -73.7355561700979}"
Brasserie Creole,brasserie-creole-cambria-heights,VXv2zXhU-lWA4qMo9gVEWA,20,3.0,https://www.yelp.com/biz/brasserie-creole-cambria-heights?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Cambria Heights', 'postal_code': '11411'}","{'latitude': 40.692905, 'longitude': -73.733893}"
Grey Dolphin Restaurant And Lounge,grey-dolphin-restaurant-and-lounge-cambria-heights-2,wiz1CBph0oU63-0EhnjoxA,5,4.0,https://www.yelp.com/biz/grey-dolphin-restaurant-and-lounge-cambria-heights-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Cambria Heights', 'postal_code': '11411'}","{'latitude': 40.6938553447103, 'longitude': -73.7367059290409}"
Pulse Zero Bar and Cocktail Lounge,pulse-zero-bar-and-cocktail-lounge-cambria-heights,Ik3wRQ5mq9rK2OEDMBRJkA,3,4.0,https://www.yelp.com/biz/pulse-zero-bar-and-cocktail-lounge-cambria-heights?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Cambria Heights', 'postal_code': '11411'}","{'latitude': 40.6940050729302, 'longitude': -73.7366251274943}"
Nap TIme Liquid Creation,nap-time-liquid-creation-blauvelt,xygb0i04Ug0-V0flZ7gEDg,3,4.5,https://www.yelp.com/biz/nap-time-liquid-creation-blauvelt?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Blauvelt', 'postal_code': '10913'}","{'latitude': 41.07956, 'longitude': -73.95426}"
