name,alias,id,review_count,rating,url,location,coordinates
Mateus Restaurant & Bar,mateus-restaurant-and-bar-queens-village,d-3iSxCYj8i5bvivBgf_kQ,89,4.0,https://www.yelp.com/biz/mateus-restaurant-and-bar-queens-village?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Queens Village', 'postal_code': '11428'}","{'latitude': 40.72073, 'longitude': -73.73233}"
CD Restaurant and Bar,cd-restaurant-and-bar-queens-village,b_OBvpng5a8Ufg8gJNbyGQ,33,4.0,https://www.yelp.com/biz/cd-restaurant-and-bar-queens-village?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Queens Village', 'postal_code': '11428'}","{'latitude': 40.71815, 'longitude': -73.73724}"
V3nom Cafe & Lounge,v3nom-cafe-and-lounge-jamaica,4wz4FUZiYeCmqzdzQyAo1A,24,4.5,https://www.yelp.com/biz/v3nom-cafe-and-lounge-jamaica?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Jamaica', 'postal_code': '11426'}","{'latitude': 40.72536, 'longitude': -73.72174}"
Windies Restaurant & Bar,windies-restaurant-and-bar-queens-village,pDFtjOV4t9ylTkEYsR8mpQ,30,3.0,https://www.yelp.com/biz/windies-restaurant-and-bar-queens-village?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Queens Village', 'postal_code': '11428'}","{'latitude': 40.717322, 'longitude': -73.738476}"
Rollin Greens,rollin-greens-bellerose,01yxzi0-hms5C5oZpOdSyw,33,4.0,https://www.yelp.com/biz/rollin-greens-bellerose?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Bellerose', 'postal_code': '11426'}","{'latitude': 40.7255226, 'longitude': -73.7196826}"
Hibiscus Restaurant & Bar,hibiscus-restaurant-and-bar-queens-village-3,Xd2dmPB1D8YqaVS1DihkCQ,129,2.0,https://www.yelp.com/biz/hibiscus-restaurant-and-bar-queens-village-3?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Queens Village', 'postal_code': '11428'}","{'latitude': 40.72026, 'longitude': -73.73294}"
CAFE REGAL,cafe-regal-queens,ZlDQbZKBW5zrX5ErmdwwBA,8,4.5,https://www.yelp.com/biz/cafe-regal-queens?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Queens', 'postal_code': '11411'}","{'latitude': 40.6937582478122, 'longitude': -73.7355561700979}"
The Borderline Tavern,the-borderline-tavern-floral-park,K-Gg9zf85npwM4FLxa0QMQ,4,5.0,https://www.yelp.com/biz/the-borderline-tavern-floral-park?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Floral Park', 'postal_code': '11001'}","{'latitude': 40.7247009, 'longitude': -73.7228165}"
Brasserie Creole,brasserie-creole-cambria-heights,VXv2zXhU-lWA4qMo9gVEWA,20,3.0,https://www.yelp.com/biz/brasserie-creole-cambria-heights?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Cambria Heights', 'postal_code': '11411'}","{'latitude': 40.692905, 'longitude': -73.733893}"
Grey Dolphin Restaurant And Lounge,grey-dolphin-restaurant-and-lounge-cambria-heights-2,wiz1CBph0oU63-0EhnjoxA,5,4.0,https://www.yelp.com/biz/grey-dolphin-restaurant-and-lounge-cambria-heights-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Cambria Heights', 'postal_code': '11411'}","{'latitude': 40.6938553447103, 'longitude': -73.7367059290409}"
