name,alias,id,review_count,rating,url,location,coordinates
Gino's Restaurant,ginos-restaurant-brooklyn-2,AAQDZdKhtcX7otmOfOF9nw,669,4.0,https://www.yelp.com/biz/ginos-restaurant-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.63, 'longitude': -74.02274}"
Lock Yard,lock-yard-brooklyn,5f3M0k7mTjrKoQFJW-PFzg,298,4.0,https://www.yelp.com/biz/lock-yard-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.617264, 'longitude': -74.029419}"
Mussels & More,mussels-and-more-brooklyn,JwwUpvy7DfUB0WmhNSlxDQ,429,3.5,https://www.yelp.com/biz/mussels-and-more-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.625486, 'longitude': -74.0239}"
Skinflints,skinflints-brooklyn,PY-v9ObQWyS1Oiz89IUfEw,319,4.0,https://www.yelp.com/biz/skinflints-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.626544, 'longitude': -74.024139}"
Fushimi Bay Ridge,fushimi-bay-ridge-brooklyn-2,xAEs5QnuL8uMNWjmUGpK7g,389,3.5,https://www.yelp.com/biz/fushimi-bay-ridge-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.61727, 'longitude': -74.03101}"
The Kettle Black,the-kettle-black-brooklyn-2,X4YuMX1KgFxIc3pNkRDBZA,390,3.5,https://www.yelp.com/biz/the-kettle-black-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.6229, 'longitude': -74.03159}"
Delia's Lounge & Restaurant,delias-lounge-and-restaurant-brooklyn,Xiqf_VUWZeoAo7c2kfEiXw,175,4.0,https://www.yelp.com/biz/delias-lounge-and-restaurant-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.618809, 'longitude': -74.033272}"
The Wicked Monk,the-wicked-monk-brooklyn-3,VP_HZr_j0dXKd80lUBfsyg,247,4.0,https://www.yelp.com/biz/the-wicked-monk-brooklyn-3?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.616988, 'longitude': -74.034023}"
Schnitzel Haus,schnitzel-haus-brooklyn,rEw0U5tN2gTwoFrd-Yfsog,306,4.0,https://www.yelp.com/biz/schnitzel-haus-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.630358, 'longitude': -74.021959}"
Gourmet Kitchen,gourmet-kitchen-brooklyn-3,g3FOPlO-Gp0J4HfjurW74Q,175,4.5,https://www.yelp.com/biz/gourmet-kitchen-brooklyn-3?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11220'}","{'latitude': 40.635841, 'longitude': -74.025738}"
Windy City Ale House,windy-city-ale-house-brooklyn,az4tZj2pFMBCy-X84cQXxA,124,4.0,https://www.yelp.com/biz/windy-city-ale-house-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.628039, 'longitude': -74.028829}"
MATTER,matter-brooklyn-2,zFt9LNoKaVVc3kOWHEaVgw,102,4.5,https://www.yelp.com/biz/matter-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.6306310365234, 'longitude': -74.0282921165967}"
Vesuvio,vesuvio-brooklyn-2,FER-iaOyA8JFH-DL5vaKIQ,357,3.5,https://www.yelp.com/biz/vesuvio-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.632565, 'longitude': -74.027047}"
Townhouse 275,townhouse-275-brooklyn,2o3xF6DnHDfZ3k1mPioh4A,64,4.5,https://www.yelp.com/biz/townhouse-275-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.6182556, 'longitude': -74.033989}"
Pipin's Bay Ridge,pipins-bay-ridge-brooklyn,dQQy83grBj4_AVT5y6vNgA,101,4.0,https://www.yelp.com/biz/pipins-bay-ridge-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.6203999, 'longitude': -74.03215}"
Lamoza,lamoza-brooklyn-2,su27bl6tqjh2ucbMc1FuvA,85,4.5,https://www.yelp.com/biz/lamoza-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.62992, 'longitude': -74.028718}"
The Brooklyn Firefly,the-brooklyn-firefly-brooklyn,AbDiDY7kYDSldaKbGpoSlg,233,4.0,https://www.yelp.com/biz/the-brooklyn-firefly-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.63468, 'longitude': -74.02631}"
Red Oak,red-oak-brooklyn-2,__8z_m88GNHbkvJAgUYWBw,158,3.5,https://www.yelp.com/biz/red-oak-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.625395, 'longitude': -74.029946}"
Coszcal De Allende,coszcal-de-allende-brooklyn,mY_dEQM9poopjV0y4Hvnww,152,4.0,https://www.yelp.com/biz/coszcal-de-allende-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11220'}","{'latitude': 40.63617, 'longitude': -74.0262}"
Glow Thai,glow-thai-brooklyn,xvqG8x-EMcUysuOzY7RsPg,259,3.5,https://www.yelp.com/biz/glow-thai-brooklyn?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.63394, 'longitude': -74.02661}"
Omonia Cafe,omonia-cafe-brooklyn-3,IvcoTrvUdlhtpp2_pn_rAA,348,3.0,https://www.yelp.com/biz/omonia-cafe-brooklyn-3?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.63045, 'longitude': -74.0284999}"
Lone Star Bar & Grill,lone-star-bar-and-grill-brooklyn-2,eNNx2BSmwcvjpA0QJUT1nQ,125,3.5,https://www.yelp.com/biz/lone-star-bar-and-grill-brooklyn-2?adjust_creative=bMPz0NoFK6qQZAimQncxVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=bMPz0NoFK6qQZAimQncxVw,"{'city': 'Brooklyn', 'postal_code': '11209'}","{'latitude': 40.62062, 'longitude': -74.02656}"
